-73.2421875,-8.7890625,-35.15625,-69.3359375,0.0
-36.1328125,-39.55078125,-42.48046875,-47.8515625,0.0
7.32421875,-66.89453125,-49.31640625,-18.5546875,0.0
-14.6484375,9.27734375,-40.52734375,-23.92578125,0.0
-79.1015625,-1.46484375,-53.22265625,-65.91796875,0.0
-61.5234375,-41.9921875,-44.43359375,-64.453125,0.0
-9.27734375,-12.20703125,-18.06640625,-27.34375,0.0
-29.296875,-32.71484375,-34.1796875,-35.64453125,0.0
-74.70703125,-53.22265625,-44.921875,-65.91796875,0.0
-67.87109375,-18.06640625,-41.50390625,-63.96484375,0.0
5.859375,9.27734375,-17.08984375,-3.41796875,0.0
5.859375,-8.30078125,-40.52734375,-1.46484375,0.0
-60.05859375,-37.59765625,-62.5,-39.0625,0.0
-87.40234375,-56.15234375,-45.8984375,-49.8046875,0.0
-63.4765625,-57.12890625,-56.640625,-60.05859375,0.0
-8.30078125,-24.90234375,-13.18359375,-27.83203125,0.0
-41.015625,-33.69140625,-16.11328125,-31.25,0.0
-110.83984375,-47.8515625,-71.77734375,-81.0546875,0.0
-65.91796875,-32.2265625,-49.31640625,-56.640625,0.0
-23.92578125,-53.22265625,-33.69140625,-26.3671875,0.0
-51.7578125,-23.92578125,-60.05859375,-41.9921875,0.0
-88.37890625,-3.90625,-69.82421875,-64.94140625,0.0
-67.87109375,-20.01953125,-36.62109375,-57.12890625,0.0
-6.34765625,-27.83203125,-14.16015625,-19.53125,0.0
-7.8125,-60.546875,-26.3671875,-17.08984375,0.0
-33.69140625,-28.80859375,-25.390625,-20.99609375,0.0
-62.98828125,-2.9296875,-27.83203125,-53.22265625,0.0
-64.453125,-21.97265625,-51.26953125,-75.1953125,0.0
-45.41015625,-46.875,-62.5,-62.5,0.0
-62.98828125,-42.96875,-36.1328125,-48.828125,0.0
-92.28515625,-48.33984375,-46.38671875,-75.1953125,0.0
-70.80078125,-46.875,-50.29296875,-86.42578125,0.0
-23.92578125,-23.92578125,-41.015625,-42.48046875,0.0
-50.29296875,-59.5703125,-61.03515625,-51.7578125,0.0
-87.40234375,-52.24609375,-52.734375,-69.82421875,0.0
-27.83203125,-20.5078125,-11.23046875,-27.83203125,0.0
19.04296875,-0.9765625,-15.625,-2.9296875,0.0
-32.71484375,-14.6484375,-44.921875,-34.66796875,0.0
-87.40234375,-32.71484375,-48.828125,-66.89453125,0.0
-72.265625,-29.78515625,-52.24609375,-63.96484375,0.0
-32.71484375,-37.109375,-50.78125,-48.828125,0.0
-38.57421875,-40.52734375,-36.62109375,-46.875,0.0
-76.171875,-48.828125,-53.22265625,-58.59375,0.0
-80.56640625,-51.7578125,-62.98828125,-67.87109375,0.0
2.44140625,-9.27734375,-3.90625,-12.20703125,0.0
44.43359375,-17.08984375,8.7890625,26.85546875,0.0
-63.4765625,-84.9609375,-58.10546875,-56.15234375,0.0
-123.046875,-57.12890625,-81.54296875,-106.4453125,0.0
-61.5234375,-8.30078125,-48.33984375,-64.94140625,0.0
-1.953125,-20.99609375,-16.11328125,-11.23046875,0.0
-34.1796875,-40.52734375,-31.73828125,-24.90234375,0.0
-75.68359375,-26.85546875,-46.38671875,-54.19921875,0.0
-59.5703125,-23.4375,-43.9453125,-53.22265625,0.0
-11.23046875,-23.4375,-36.62109375,-27.34375,0.0
-10.7421875,-33.203125,-42.48046875,-19.53125,0.0
-73.73046875,-90.33203125,-66.89453125,-65.4296875,0.0
-62.01171875,-79.58984375,-64.453125,-67.87109375,0.0
1.46484375,4.39453125,-41.50390625,-28.80859375,0.0
-9.765625,-20.99609375,-41.9921875,-33.203125,0.0
-65.91796875,-46.38671875,-64.94140625,-61.5234375,0.0
-90.8203125,-42.48046875,-54.19921875,-81.54296875,0.0
-37.109375,-56.15234375,-23.92578125,-51.7578125,0.0
8.7890625,-6.8359375,-24.90234375,-17.578125,0.0
-41.015625,2.9296875,-34.1796875,-38.57421875,0.0
-94.23828125,-52.24609375,-40.0390625,-80.56640625,0.0
-63.96484375,-47.8515625,-50.78125,-76.171875,0.0
-28.3203125,-34.1796875,-53.22265625,-39.55078125,0.0
-58.10546875,-43.9453125,-48.828125,-52.734375,0.0
-97.16796875,-36.1328125,-60.05859375,-81.54296875,0.0
-54.6875,-23.92578125,-29.296875,-42.96875,0.0
-8.30078125,-34.1796875,-20.5078125,-9.27734375,0.0
-33.69140625,-48.828125,-39.0625,-23.92578125,0.0
-92.7734375,-42.48046875,-60.05859375,-65.4296875,0.0
-89.84375,-34.1796875,-70.3125,-76.66015625,0.0
-32.2265625,-28.80859375,-33.69140625,-42.48046875,0.0
-19.53125,-37.59765625,-9.27734375,-27.83203125,0.0
-70.3125,-51.7578125,-32.2265625,-58.59375,0.0
-72.265625,-20.01953125,-30.76171875,-53.7109375,0.0
-26.3671875,-31.73828125,-14.6484375,-24.90234375,0.0
-26.3671875,-70.80078125,-32.71484375,-34.1796875,0.0
-73.2421875,-52.734375,-45.8984375,-59.08203125,0.0
-115.72265625,-49.31640625,-53.22265625,-81.54296875,0.0
-59.08203125,-31.25,-34.1796875,-43.9453125,0.0
11.71875,-1.953125,-7.32421875,5.859375,0.0
-36.1328125,-40.52734375,-29.296875,-25.390625,0.0
-78.61328125,-48.828125,-36.1328125,-55.6640625,0.0
-70.3125,-33.69140625,-35.64453125,-56.15234375,0.0
-37.59765625,-40.0390625,-54.6875,-36.1328125,0.0
-20.5078125,-49.31640625,-44.921875,-12.6953125,0.0
-79.1015625,-69.82421875,-45.41015625,-53.22265625,0.0
-101.5625,-67.87109375,-53.7109375,-82.03125,0.0
-40.52734375,-40.52734375,-30.76171875,-47.8515625,0.0
-13.671875,-25.87890625,-30.76171875,-27.34375,0.0
-66.89453125,-42.96875,-57.6171875,-57.12890625,0.0
-78.125,-27.34375,-44.43359375,-65.91796875,0.0
2.44140625,9.27734375,-0.9765625,-4.39453125,0.0
21.97265625,-8.7890625,-20.5078125,3.41796875,0.0
-36.1328125,-25.87890625,-47.36328125,-32.2265625,0.0
-75.1953125,-47.36328125,-57.12890625,-56.640625,0.0
-57.12890625,-76.171875,-62.01171875,-66.89453125,0.0
-18.06640625,-50.29296875,-37.109375,-42.48046875,0.0
-36.62109375,-24.90234375,-33.69140625,-49.31640625,0.0
-89.35546875,-51.26953125,-57.6171875,-81.0546875,0.0
-66.89453125,-62.5,-38.57421875,-69.3359375,0.0
-2.9296875,-32.2265625,-25.87890625,-31.73828125,0.0
-9.27734375,-13.671875,-68.84765625,-19.04296875,0.0
